ChangedFiles,UpdatedAt,PublishedAt,ClosedAt,PullRequestsCount,ParticipantsCount,State,RepositoryId,RepositoryName,PrimaryLanguage,Title,LastEditedAt,Author,MergedAt,CommitsCount,OwnerName,ObjectId,Deletions,Additions,ReviewsCount,StargazersCount,CreatedAt
1,2021-11-23T10:22:13Z,2021-06-18T16:30:32Z,2021-11-23T10:22:03Z,4355,1,CLOSED,MDEwOlJlcG9zaXRvcnkxNTA0NTc1MQ==,compose,Go,Bump smmap from 3.0.4 to 4.0.0,2021-09-28T11:38:15Z,dependabot,None,1,docker,143bcefb-24bf-44e8-aeaa-68bc8b3773d0,1,1,0,33955,2021-06-18T16:30:32Z
2,2021-06-01T19:28:41Z,2021-05-31T05:04:13Z,2021-05-31T14:31:29Z,1864,1,MERGED,MDEwOlJlcG9zaXRvcnkyMDk2NTc5,marked,JavaScript,chore(deps-dev): Bump uglify-js from 3.13.7 to 3.13.8,None,dependabot,2021-05-31T14:31:29Z,1,markedjs,47a08611-6185-4dc8-9523-e3e6ef25a162,4,4,0,33132,2021-05-31T05:04:13Z
2,2023-01-17T03:03:08Z,2023-01-10T03:01:12Z,2023-01-17T03:03:06Z,2661,0,CLOSED,MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,AdminLTE,Astro,chore(deps-dev): bump @typescript-eslint/parser from 5.30.6 to 5.48.1,None,dependabot,None,1,ColorlibHQ,5ddc1e70-d137-4ab8-bf2a-1763af2a62fd,14,129,0,44041,2023-01-10T03:01:12Z
1,2024-01-19T01:05:15Z,2023-10-30T04:20:26Z,2023-11-02T10:00:35Z,2774,1,MERGED,MDEwOlJlcG9zaXRvcnkyNjQ4MTg2ODY=,yolov5,Python,Bump actions/setup-node from 3 to 4,2024-01-19T01:05:14Z,dependabot,2023-11-02T10:00:35Z,1,ultralytics,dcff5a61-a877-4e27-90d1-6e98f7e333ed,1,1,0,50636,2023-10-30T04:20:26Z
4,2024-05-02T06:37:38Z,2024-05-02T04:10:45Z,2024-05-02T06:37:31Z,3952,1,MERGED,MDEwOlJlcG9zaXRvcnk3NTA4NDEx,RxJava,Java,Bump codecov/codecov-action from 4.3.0 to 4.3.1,None,dependabot,2024-05-02T06:37:30Z,1,ReactiveX,929d34f8-3768-4251-82cd-bb8f14d40f0d,4,4,0,47909,2024-05-02T04:10:45Z
2,2022-07-25T13:59:56Z,2022-07-15T16:55:48Z,2022-07-25T13:59:55Z,5055,2,MERGED,MDEwOlJlcG9zaXRvcnkxOTY3MDE2MTk=,tauri,Rust,chore(deps-dev): bump svelte from 3.48.0 to 3.49.0 in /examples/api,None,dependabot,2022-07-25T13:59:55Z,1,tauri-apps,86abb711-f645-466c-ad5c-381f5783d497,5,5,1,84377,2022-07-15T16:55:48Z
2,2021-06-02T06:04:38Z,2021-06-01T02:02:24Z,2021-06-02T06:04:30Z,1617,1,MERGED,MDEwOlJlcG9zaXRvcnkxMzA0NjQ5NjE=,bat,Rust,Bump assert_cmd from 1.0.3 to 1.0.4,None,dependabot,2021-06-02T06:04:30Z,1,sharkdp,254f1fd1-deb2-4391-ae27-4cc097f6c2f5,3,3,1,49456,2021-06-01T02:02:24Z
2,2021-08-06T08:12:55Z,2021-08-03T04:04:33Z,2021-08-06T08:12:54Z,3976,1,MERGED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump @typescript-eslint/eslint-plugin from 4.28.5 to 4.29.0,2021-08-04T17:45:34Z,dependabot,2021-08-06T08:12:54Z,1,Eugeny,7c31171c-2e19-4cc1-b728-0b28d243a3b0,14,48,0,59172,2021-08-03T04:04:33Z
2,2021-07-06T02:53:31Z,2021-07-05T11:04:41Z,2021-07-06T02:50:48Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump terser from 5.7.0 to 5.7.1,2021-07-06T02:53:31Z,dependabot,2021-07-06T02:50:48Z,1,vercel,ca9cff2d-0db8-4b65-962b-4bb6a9411373,5,5,0,43341,2021-07-05T11:04:41Z
1,2024-09-03T09:40:07Z,2024-09-02T07:50:45Z,2024-09-03T09:39:59Z,7537,1,MERGED,MDEwOlJlcG9zaXRvcnk0NzEwOTIw,dubbo,Java,Bump org.apache.commons:commons-lang3 from 3.16.0 to 3.17.0,None,dependabot,2024-09-03T09:39:59Z,1,apache,6c53775e-b546-4e8e-94a6-a9eaece8f953,1,1,0,40493,2024-09-02T07:50:45Z
2,2024-01-02T12:28:07Z,2023-12-27T00:23:00Z,2024-01-02T12:28:05Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps): bump fast-json-stringify from 5.9.1 to 5.9.2,None,dependabot,2024-01-02T12:28:05Z,1,nestjs,3f1b9cef-2be9-4d6a-a0bb-b11faf2b116e,5,5,0,67599,2023-12-27T00:23:00Z
2,2023-12-24T01:49:43Z,2022-12-07T08:01:51Z,2022-12-23T08:26:11Z,5392,1,MERGED,MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,Go,build(deps): bump golang.org/x/tools from 0.3.0 to 0.4.0,None,dependabot,2022-12-23T08:26:11Z,1,gohugoio,f6c88ea8-ce8a-4920-9657-67339cb5e1c7,9,9,0,75666,2022-12-07T08:01:51Z
1,2024-05-28T02:52:16Z,2024-05-27T07:10:39Z,2024-05-28T02:52:08Z,7537,1,MERGED,MDEwOlJlcG9zaXRvcnk0NzEwOTIw,dubbo,Java,Bump net.bytebuddy:byte-buddy from 1.14.15 to 1.14.16,None,dependabot,2024-05-28T02:52:08Z,1,apache,993fa02c-fc21-4b27-80c0-c997e931fe83,1,1,0,40493,2024-05-27T07:10:39Z
2,2022-10-19T15:20:37Z,2022-10-14T15:16:16Z,2022-10-19T15:20:35Z,870,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMTU1MTUzOA==,koa,JavaScript,build(deps-dev): bump jest from 28.1.3 to 29.2.0,None,dependabot,None,1,koajs,584bfacd-e463-426b-bf94-4f0383cc2639,1029,1008,0,35207,2022-10-14T15:16:16Z
2,2024-01-29T09:58:16Z,2024-01-08T09:15:59Z,2024-01-29T09:58:15Z,1061,0,CLOSED,R_kgDOJTvgag,AgentGPT,TypeScript,Bump axios from 0.26.1 to 1.6.5 in /next,None,dependabot,None,1,reworkd,3e91a936-3a03-41e1-aab5-a975c8406667,16,30,0,31716,2024-01-08T09:15:59Z
2,2024-02-05T09:09:02Z,2024-01-29T09:26:11Z,2024-02-05T09:09:01Z,1061,0,CLOSED,R_kgDOJTvgag,AgentGPT,TypeScript,Bump inquirer from 9.2.12 to 9.2.13 in /cli,None,dependabot,None,1,reworkd,807de1cb-567b-4cda-a811-1cc7e328395c,67,48,0,31716,2024-01-29T09:26:11Z
1,2021-03-08T18:11:16Z,2021-03-08T06:03:10Z,2021-03-08T18:11:09Z,1166,1,MERGED,MDEwOlJlcG9zaXRvcnkyMjA4MDkzOTM=,rich,Python,Bump sphinx from 3.5.1 to 3.5.2,None,dependabot,2021-03-08T18:11:09Z,1,Textualize,6fc7f49a-138a-4e4a-8130-812d57e78832,1,1,0,49443,2021-03-08T06:03:10Z
1,2022-08-04T13:46:15Z,2022-08-04T11:13:09Z,2022-08-04T13:46:06Z,2684,1,MERGED,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,TypeScript,chore(deps-dev): bump @babel/core from 7.18.6 to 7.18.10,2022-08-04T11:50:07Z,dependabot,2022-08-04T13:46:06Z,1,mermaid-js,b5946860-7e4c-4aac-85d3-2007424f3234,77,24,0,71938,2022-08-04T11:13:09Z
2,2021-11-16T00:03:28Z,2021-11-01T08:02:23Z,2021-11-01T19:42:07Z,2597,0,CLOSED,MDEwOlJlcG9zaXRvcnk1OTY4OTI=,flask,Python,Bump jinja2 from 3.0.1 to 3.0.2,2021-11-01T19:42:07Z,dependabot,None,1,pallets,092148bd-b6fa-4ff5-8ec9-68da16e2928b,2,2,0,68011,2021-11-01T08:02:23Z
2,2021-03-08T09:05:35Z,2021-03-08T05:31:32Z,2021-03-08T09:05:34Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump cache-manager from 3.4.0 to 3.4.1,2021-03-08T09:05:33Z,dependabot,None,1,nestjs,f8076984-417b-45d3-ac56-ea3e84c1ce17,19,10,0,67599,2021-03-08T05:31:32Z
2,2021-11-05T00:08:54Z,2021-11-04T00:09:21Z,2021-11-05T00:08:53Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump sinon from 11.1.2 to 12.0.0,None,dependabot,None,1,nestjs,03af0abb-1a80-466b-ac0e-b42f449eb6b2,5,14,0,67599,2021-11-04T00:09:21Z
2,2024-01-24T15:29:17Z,2024-01-22T00:32:56Z,2024-01-24T15:29:16Z,7751,1,CLOSED,MDEwOlJlcG9zaXRvcnkxODYwMjQyOTg=,nushell,Rust,Bump polars-plan from 0.35.4 to 0.36.2,2024-01-24T15:29:15Z,dependabot,None,1,nushell,dd50f3fb-5bfc-4144-9461-f34ea628c24c,59,237,0,32391,2024-01-22T00:32:56Z
1,2024-01-12T07:22:58Z,2023-11-01T23:29:51Z,2024-01-12T07:22:57Z,1274,2,MERGED,MDEwOlJlcG9zaXRvcnk1OTIzMjE1,hexo,TypeScript,chore(dev-deps): bump sinon from 15.2.0 to 17.0.1,2024-01-04T00:29:21Z,dependabot,2024-01-12T07:22:57Z,1,hexojs,f6e3711a-4c33-4109-ab6e-36e47c8ded65,1,1,1,39470,2023-11-01T23:29:51Z
2,2023-10-19T00:16:06Z,2022-10-17T10:20:48Z,2022-10-18T10:37:04Z,2316,1,CLOSED,MDEwOlJlcG9zaXRvcnkxNjc1MjYyMA==,gogs,Go,mod: bump golang.org/x/text from 0.3.7 to 0.3.8,2022-10-18T10:36:54Z,dependabot,None,1,gogs,d7e8ef00-925a-40fa-af9a-41d98e7db058,11,10,2,45045,2022-10-17T10:20:48Z
5,2024-03-13T07:18:24Z,2024-03-13T00:32:50Z,2024-03-13T01:23:06Z,7751,1,MERGED,MDEwOlJlcG9zaXRvcnkxODYwMjQyOTg=,nushell,Rust,Bump actions/checkout from 4.1.1 to 4.1.2,None,dependabot,2024-03-13T01:23:06Z,1,nushell,e3c5fdac-dcca-4d56-bb34-431f624ac02c,12,12,0,32391,2024-03-13T00:32:50Z
1,2023-10-02T03:25:13Z,2023-10-01T23:43:35Z,2023-10-02T03:25:12Z,8942,1,MERGED,MDEwOlJlcG9zaXRvcnk2ODM4OTIx,prometheus,Go,build(deps): bump actions/checkout from 4.0.0 to 4.1.0 in /scripts,None,dependabot,2023-10-02T03:25:12Z,1,prometheus,191c42aa-ee51-4b6a-a168-70391669b79c,1,1,0,55548,2023-10-01T23:43:35Z
2,2023-07-25T07:56:07Z,2023-07-25T00:19:39Z,2023-07-25T07:56:02Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @types/node from 20.4.2 to 20.4.4,None,dependabot,2023-07-25T07:56:02Z,1,nestjs,28a0727b-528b-45b0-9046-daa9ff9ab5e6,5,5,0,67599,2023-07-25T00:19:39Z
1,2022-01-03T21:30:11Z,2022-01-03T07:05:26Z,2022-01-03T21:30:01Z,2684,1,MERGED,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,TypeScript,Bump eslint-plugin-jest from 25.3.0 to 25.3.4,None,dependabot,2022-01-03T21:30:01Z,1,mermaid-js,b2e5e059-2ec7-423d-af35-86ede37f9317,3,3,1,71938,2022-01-03T07:05:26Z
1,2021-11-29T13:37:28Z,2021-11-29T04:02:59Z,2021-11-29T13:37:18Z,5866,1,MERGED,MDEwOlJlcG9zaXRvcnkxNjQxNDA3NTY=,Files,C#,Bump FluentFTP from 35.2.0 to 35.2.1,None,dependabot,2021-11-29T13:37:18Z,1,files-community,1f4ce18e-e287-4a6f-baa7-cdd6c047ac3a,1,1,1,34429,2021-11-29T04:02:59Z
1,2023-07-25T07:55:19Z,2023-07-19T09:27:47Z,2023-07-25T07:55:05Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump word-wrap from 1.2.3 to 1.2.4 in /sample/30-event-emitter,None,dependabot,2023-07-25T07:55:05Z,1,nestjs,eeb3c5ff-9d35-4f5f-84cc-413b9ac7ab98,6,6,0,67599,2023-07-19T09:27:47Z
2,2021-09-06T08:28:58Z,2021-09-06T08:22:51Z,2021-09-06T08:28:45Z,4140,1,CLOSED,MDEwOlJlcG9zaXRvcnk5MzExMzU=,Leaflet,JavaScript,Bump eslint-config-mourner from 2.0.3 to 3.0.0,None,dependabot,None,1,Leaflet,688523bf-22e7-48c2-9673-69b24928f0c2,8,8,0,41349,2021-09-06T08:22:51Z
2,2021-09-28T06:40:12Z,2021-09-28T00:03:36Z,2021-09-28T06:40:11Z,8333,0,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 4.29.3 to 4.32.0,2021-09-28T06:40:10Z,dependabot,None,1,nestjs,f1ce744a-4138-46e3-a0d1-9c69e37bcc6a,12,138,0,67599,2021-09-28T00:03:36Z
2,2022-08-04T11:17:36Z,2022-08-04T09:34:57Z,2022-08-04T11:17:35Z,4355,1,MERGED,MDEwOlJlcG9zaXRvcnkxNTA0NTc1MQ==,compose,Go,build(deps): bump github.com/cnabio/cnab-to-oci from 0.3.5 to 0.3.6,None,dependabot,2022-08-04T11:17:35Z,1,docker,b055a989-3058-471c-a6b4-84e85b80acb0,3,3,1,33955,2022-08-04T09:34:57Z
2,2023-03-21T12:49:41Z,2023-02-27T04:01:15Z,2023-03-21T12:49:39Z,2661,1,MERGED,MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,AdminLTE,Astro,chore(deps-dev): bump lockfile-lint from 4.7.6 to 4.10.1,None,dependabot,2023-03-21T12:49:39Z,1,ColorlibHQ,6992c938-1ddc-4558-a08a-c6a7d720218e,83,42,1,44041,2023-02-27T04:01:15Z
2,2022-09-01T23:22:07Z,2022-08-22T13:58:45Z,2022-09-01T23:22:05Z,8942,0,CLOSED,MDEwOlJlcG9zaXRvcnk2ODM4OTIx,prometheus,Go,build(deps-dev): bump @types/jest from 27.5.2 to 28.1.7 in /web/ui,None,dependabot,None,1,prometheus,42aa9d8b-aa68-41de-b02f-693d58b98140,26,353,0,55548,2022-08-22T13:58:45Z
1,2021-05-09T08:03:39Z,2021-05-09T08:03:17Z,2021-05-09T08:03:36Z,2999,1,CLOSED,MDEwOlJlcG9zaXRvcnk1MTk4MzI=,mitmproxy,Python,Bump hosted-git-info from 2.2.0 to 2.8.9 in /web,None,dependabot,None,1,mitmproxy,aeaf665a-5677-4267-a90d-967a2b68d0d2,2,3,0,36698,2021-05-09T08:03:17Z
2,2022-02-06T01:24:39Z,2022-01-30T01:27:59Z,2022-02-06T01:24:37Z,4734,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,chore(deps-dev): bump lint-staged from 12.1.7 to 12.3.2,None,dependabot,None,1,excalidraw,652bac56-dea0-4d3c-ac54-31b96b63a688,19,19,0,83917,2022-01-30T01:27:59Z
2,2024-08-07T16:06:36Z,2024-08-05T18:09:59Z,2024-08-07T16:06:33Z,2364,1,MERGED,MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=,github-readme-stats,JavaScript,build(deps-dev): bump lint-staged from 15.2.7 to 15.2.8,None,dependabot,2024-08-07T16:06:33Z,1,anuraghazra,205cdfac-9d6c-4ad9-b769-3c214fc2e4c6,108,194,1,69361,2024-08-05T18:09:59Z
1,2024-05-27T14:32:55Z,2024-05-27T07:37:01Z,2024-05-27T14:32:54Z,835,1,MERGED,R_kgDOK_txHA,maybe,Ruby,Bump good_job from 3.28.3 to 3.29.2,None,dependabot,2024-05-27T14:32:54Z,1,maybe-finance,813d8a75-0079-4acc-aa2e-244fcfa3e939,4,4,0,33271,2024-05-27T07:37:01Z
2,2024-07-03T03:45:47Z,2024-07-01T15:40:46Z,2024-07-03T03:45:46Z,1707,0,CLOSED,R_kgDOGgFgVA,memos,Go,chore: bump github.com/aws/aws-sdk-go-v2/feature/s3/manager from 1.17.1 to 1.17.3,2024-07-03T03:45:42Z,dependabot,None,1,usememos,87407ba5-4844-4341-a5c8-daac86453cb0,21,21,0,33695,2024-07-01T15:40:46Z
1,2023-04-30T20:10:44Z,2023-04-27T02:57:16Z,2023-04-30T20:10:42Z,7052,2,MERGED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump lint-staged from 13.2.1 to 13.2.2,None,dependabot,2023-04-30T20:10:42Z,1,webpack,adcddf59-9adc-4434-be40-34775d8cfa9d,8,8,0,64671,2023-04-27T02:57:16Z
2,2021-07-06T02:45:27Z,2021-07-05T11:08:17Z,2021-07-06T02:45:25Z,4137,1,CLOSED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump @types/node from 14.17.4 to 16.0.0,None,dependabot,None,1,vercel,b81b2f1e-708c-4448-9ac0-337d6675a1b6,2,7,0,43341,2021-07-05T11:08:17Z
2,2023-12-05T07:43:47Z,2023-12-04T01:08:45Z,2023-12-05T07:43:43Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump artillery from 2.0.1 to 2.0.2,None,dependabot,2023-12-05T07:43:43Z,1,nestjs,e3b7e948-1450-4eed-80b3-dbd6371f3ca1,9,9,0,67599,2023-12-04T01:08:45Z
2,2022-07-07T04:15:45Z,2022-07-04T04:18:14Z,2022-07-07T04:15:43Z,3976,0,CLOSED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump xterm-addon-webgl from 0.12.0-beta.36 to 0.13.0-beta.1 in /tabby-terminal,None,dependabot,None,1,Eugeny,2de45671-e946-423a-984b-390387ceeb53,5,5,0,59172,2022-07-04T04:18:14Z
1,2024-01-06T10:37:15Z,2024-01-05T18:47:37Z,2024-01-06T10:37:08Z,1959,1,MERGED,MDEwOlJlcG9zaXRvcnkyODgxNzg5,Python,Python,build(deps): bump google-api-python-client from 2.111.0 to 2.112.0,None,dependabot,2024-01-06T10:37:08Z,1,geekcomputers,b57aa564-ae84-4c1a-8852-dc85b216985f,1,1,0,31471,2024-01-05T18:47:37Z
2,2021-06-05T17:17:24Z,2021-06-01T04:05:09Z,2021-06-05T17:17:23Z,3976,1,MERGED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump @typescript-eslint/parser from 4.25.0 to 4.26.0,None,dependabot,2021-06-05T17:17:23Z,1,Eugeny,da6e8697-5ae2-4e77-bfbe-545c5e3c0ae4,11,57,0,59172,2021-06-01T04:05:09Z
2,2022-01-15T00:01:54Z,2021-01-14T05:07:03Z,2021-01-14T08:59:39Z,9804,2,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps-dev): Bump eslint-plugin-unicorn from 26.0.0 to 26.0.1,None,dependabot,2021-01-14T08:59:39Z,1,prettier,4bab6c2a-3f5b-4f18-a0a2-e49d222fa0db,5,5,1,49376,2021-01-14T05:07:03Z
2,2021-07-15T12:52:12Z,2021-07-15T12:33:29Z,2021-07-15T12:51:59Z,2684,1,CLOSED,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,TypeScript,Bump @braintree/sanitize-url from 3.1.0 to 5.0.2,None,dependabot,None,1,mermaid-js,0fe2ab37-4373-4908-8255-d3f744795f48,2816,2978,0,71938,2021-07-15T12:33:29Z
2,2022-12-02T02:03:14Z,2021-11-30T08:12:31Z,2021-12-01T08:22:08Z,5392,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,Go,build(deps): bump github.com/aws/aws-sdk-go from 1.41.14 to 1.42.15,None,dependabot,None,1,gohugoio,b35ff968-85b8-4c8a-8b60-0a8ed4863493,3,3,0,75666,2021-11-30T08:12:31Z
2,2021-05-18T07:41:22Z,2021-05-17T11:05:13Z,2021-05-18T07:41:21Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump @babel/plugin-proposal-optional-chaining from 7.13.12 to 7.14.2,2021-05-18T02:42:42Z,dependabot,2021-05-18T07:41:21Z,1,vercel,f8773f60-4ac9-43d2-a7ce-e105ad2cb624,5,5,0,43341,2021-05-17T11:05:13Z
2,2023-04-11T18:16:00Z,2023-01-04T03:06:25Z,2023-04-11T18:15:56Z,7052,2,CLOSED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump husky from 6.0.0 to 8.0.3,2023-04-11T18:15:55Z,dependabot,None,1,webpack,47c0dd30-ee8a-46e4-bf65-9d9669ad694a,5,5,1,64671,2023-01-04T03:06:25Z
1,2024-04-15T13:37:48Z,2024-04-11T15:03:57Z,2024-04-15T13:37:40Z,1049,3,MERGED,R_kgDOJPPS-Q,gpt4all,C++,build(deps): bump tar from 6.2.0 to 6.2.1 in /gpt4all-bindings/typescript,None,dependabot,2024-04-15T13:37:40Z,1,nomic-ai,fc6d4ca2-6869-4c78-b074-92ba28f53eae,3,3,2,70419,2024-04-11T15:03:57Z
1,2019-08-27T13:37:00Z,2019-08-27T13:34:37Z,2019-08-27T13:36:49Z,1685,1,CLOSED,MDEwOlJlcG9zaXRvcnkyNDg0MTYzNQ==,date-fns,TypeScript,Bump brace-expansion from 1.1.6 to 1.1.11 in /examples/webpack-2.x,None,dependabot,None,1,date-fns,acb222e4-65cf-4563-aa82-040dc701b328,8,8,0,34806,2019-08-27T13:34:37Z
2,2022-03-30T00:30:16Z,2021-03-29T02:50:02Z,2021-03-29T11:25:47Z,9804,2,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps-dev): Bump @types/estree from 0.0.46 to 0.0.47,2021-03-29T10:25:30Z,dependabot,2021-03-29T11:25:47Z,1,prettier,e2caf1ab-d198-4be4-9bad-561e077bc48c,5,10,1,49376,2021-03-29T02:50:02Z
1,2022-03-21T19:33:03Z,2022-03-21T07:03:54Z,2022-03-21T19:32:55Z,2684,1,MERGED,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,TypeScript,chore(deps-dev): bump @babel/register from 7.17.0 to 7.17.7,None,dependabot,2022-03-21T19:32:55Z,1,mermaid-js,1319f953-462b-44b0-bd57-da5e6bbfa363,3,3,0,71938,2022-03-21T07:03:54Z
2,2024-01-30T18:24:29Z,2024-01-29T18:09:07Z,2024-01-30T18:24:27Z,1959,0,CLOSED,MDEwOlJlcG9zaXRvcnkyODgxNzg5,Python,Python,build(deps): bump aiohttp from 3.9.0 to 3.9.2,None,dependabot,None,1,geekcomputers,55d21112-0fcb-41e4-b3fa-cd4dbe85c864,2,2,0,31471,2024-01-29T18:09:07Z
2,2023-05-01T03:49:18Z,2023-05-01T02:58:36Z,2023-05-01T03:49:17Z,1157,0,MERGED,MDEwOlJlcG9zaXRvcnkxNjM4ODMyNzk=,act,Go,build(deps): bump github.com/docker/cli from 23.0.4+incompatible to 23.0.5+incompatible,2023-05-01T03:17:13Z,dependabot,2023-05-01T03:49:17Z,2,nektos,fdc85478-ddcf-487c-858e-d7766ad167bb,3,3,0,55058,2023-05-01T02:58:36Z
1,2024-03-18T09:14:57Z,2024-03-16T23:58:06Z,2024-03-18T09:14:56Z,1364,1,MERGED,MDEwOlJlcG9zaXRvcnk0NzM5NDc3Ng==,lerna,TypeScript,chore(deps): bump follow-redirects from 1.15.5 to 1.15.6,None,dependabot,2024-03-18T09:14:56Z,1,lerna,e3e8752d-b077-4ba6-96db-3d5b5b03e512,3,3,0,35717,2024-03-16T23:58:06Z
2,2023-10-25T16:02:47Z,2023-10-23T10:51:24Z,2023-10-25T16:02:32Z,2234,1,CLOSED,R_kgDOJH-jmg,ChatGPT-Next-Web,TypeScript,chore(deps): bump @vercel/analytics from 0.1.11 to 1.1.1,None,dependabot,None,1,ChatGPTNextWeb,09399c37-dab8-4421-82b6-b84e81af780f,5,12,0,76231,2023-10-23T10:51:24Z
